name,mean,median,std_dev,variance,range,iqr,label
S005,-0.3241660196751693,-0.3372797597641408,0.11494552390122179,0.013212473464926348,0.9960502695611493,0.16044695592944597,food
S005,-0.31792981427688044,-0.32986909104997575,0.11181593006528752,0.012502802216365268,0.9887220450094174,0.15478507519266882,food
S005,-0.31647930390581347,-0.3309016993340208,0.11689472461914216,0.01366437664378508,0.9966524687768603,0.162922666479425,food
S005,-0.3003296231882314,-0.3143508804834717,0.11934474023134911,0.014243167020888198,0.9932135046475375,0.16845047725204376,food
S005,-0.29570484782885154,-0.3116072880728824,0.12592465061352964,0.015857017632139512,0.9882036148625328,0.181177127708555,food
S005,-0.30135322870308995,-0.3151346083085922,0.1211495379429592,0.014677210543792509,0.9894733025019016,0.17159219609252543,food
S005,-0.30163776195244935,-0.31457893964435424,0.11895537653521947,0.014150381606635842,0.9857148082932208,0.1682792883408625,food
S005,-0.3081431733303729,-0.32123347720691775,0.11885648232502458,0.01412686339067888,0.992788825430625,0.1677366461053275,food
S005,-0.3116269140896921,-0.3248060816052625,0.11684162994267466,0.013651966487660929,0.9884588988150651,0.16330578604960172,food
S005,-0.29286918618956137,-0.30535979302163385,0.11568803223191944,0.013383720801693632,0.9775262134568405,0.1623664728003397,food
S005,-0.30159026463813776,-0.31593047361576015,0.11720763950527503,0.01373763075839851,0.982373424816018,0.16466488238003138,food
S005,-0.3113719195283214,-0.32442780345308686,0.11380001611346417,0.012950443667424705,0.9820040271449663,0.15846416131717433,food
S005,-0.3082181800022801,-0.32269327144008975,0.11924866178433015,0.014220243337353562,0.9872776368645362,0.16853429793674252,food
S005,-0.2740237334313691,-0.29533748391933234,0.1400709218284745,0.01961986314187861,0.9931101855888688,0.21243203428792995,food
S005,-0.2920335798386992,-0.30354600919263347,0.11400407463060966,0.012996929032381616,0.9768198721989949,0.1601788391621429,food
S005,-0.30106440345684865,-0.31417811020197617,0.10933040613331686,0.01195313770527601,0.9856993915528124,0.15119079974910812,food
S005,-0.2975275576095722,-0.31143836998079644,0.11293690414712111,0.012754744318336023,0.9981012384051695,0.15681995898582066,food
S005,-0.29893963361414205,-0.31111724528346907,0.11129419310203457,0.012386397418232959,0.9828282273196752,0.15495807275445228,food
S005,-0.2833537978221583,-0.29575582026866787,0.11242601596236351,0.012639609065169616,0.9801636317174827,0.15754137165318433,food
S005,-0.29942863667006775,-0.31429398576395096,0.12467900886511916,0.015544855251588463,0.9936316722980173,0.17801831907026092,food
S005,-0.2875076238719722,-0.3028024413581976,0.12994207635242955,0.01688494320678063,1.1157485722382876,0.1885253417055788,food
S005,-0.293000823124962,-0.308068191732246,0.12753595612811097,0.01626542010551145,0.9835547396059368,0.18196513500473888,food
S005,-0.2904100544236568,-0.305611060036763,0.12872121444806392,0.016569151048984456,0.9889465980701356,0.18708763303445777,food
S005,-0.2948478591407941,-0.3084725466568039,0.12029689870213106,0.01447134383735078,0.9946729919004383,0.170383647061506,food
S005,-0.29985111785459156,-0.31420572511524214,0.12265169582837955,0.015043438489577338,0.9692293043240089,0.1739100153077327,food
S005,-0.30134083442182086,-0.31618435289217806,0.12054413427523221,0.014530888308165213,0.9850639971377118,0.17012669672544756,food
S005,-0.28519248705065636,-0.296184094356162,0.12335667873099952,0.015216870187543028,1.0032652443657015,0.17779743819907362,food
S005,-0.27081571500349777,-0.2886622964745913,0.13920546181624602,0.019378160599474326,0.9706148546590807,0.20911427111016997,food
S005,-0.2740502478763774,-0.2923950703149518,0.139633419747345,0.019497491910338234,0.9966408268936212,0.210631858055421,food
S005,-0.30975093388824476,-0.3232060167480586,0.11606335604284716,0.013470702615928707,0.9883283951910494,0.16190586979368482,food
S005,-0.3011973333370419,-0.3183146147509158,0.1310170037998602,0.01716545528469258,1.7243549364664177,0.16612025462656882,food
S005,-0.278796396999376,-0.2964842642007378,0.13774849384531562,0.018974647556652954,1.5201812792441594,0.20437699861394482,food
S005,-0.3152515278883441,-0.32742838274720676,0.11365576836826947,0.012917633683381724,0.9992344254797749,0.15804566429036393,food
S005,-0.313315395140999,-0.3263732901334816,0.11469630607802793,0.013155242627944666,0.9866966361335854,0.1600869617238747,food
S005,-0.2915638790724138,-0.3067862102314672,0.12520794337708765,0.015677029084719987,0.9881208932529846,0.1795049040561383,food
S005,-0.2923124141345606,-0.30786107070520713,0.12845428772877843,0.016500504035907797,0.9898688737298391,0.18667369572982845,food
S005,-0.3040436274792709,-0.31759265792019975,0.12279859438154185,0.015079494782082441,0.9740464313972613,0.17528350417868988,food
S005,-0.319471658376951,-0.33228713397546505,0.11284532705221624,0.012734067837521647,0.9894599739742,0.15619078676064724,food
S005,-0.31536731292356335,-0.3294543191963839,0.11746546270746226,0.013798134929078209,0.990627804563145,0.16453281474752202,food
S005,-0.30486641289868843,-0.3181163552623185,0.11922407525159213,0.014214380119597305,0.9932088888547981,0.16789435883749085,food
S005,-0.30160957560608515,-0.3177194977087214,0.12467603997612595,0.015544114944128554,0.9556516592562503,0.17731259626048024,food
S005,-0.3050703451108948,-0.31955012192354143,0.11746277028074785,0.01379750240202774,0.9787483416882738,0.1647569677924849,food
S005,-0.31416716061056016,-0.3276870964150753,0.11509951070863464,0.0132478973653671,0.983351431644313,0.16030407440783126,food
S005,-0.31357571524702527,-0.3273841223390192,0.11545306911423345,0.013329411167895966,0.9786292986435565,0.16081593686644854,food
S005,-0.318043544251089,-0.3327812902448268,0.11553362707353255,0.013348018984766095,0.9894764452142899,0.16045477012875567,food
S005,-0.3338953397927971,-0.34760016946876104,0.10849258002144363,0.011770639919709348,0.9889618499373609,0.1472563094998688,food
S005,-0.349837778525844,-0.36262543489496335,0.10244530770234063,0.010495041070227251,0.9919974062515773,0.13753757046596493,food
S005,-0.35046336674880246,-0.3630177044674925,0.1035626063191877,0.010725213427623058,0.9861466240947372,0.14039037975673302,food
S005,-0.3485705408244419,-0.3618278099736777,0.10577343929430204,0.011188020460145399,0.9950568339056972,0.14328476806223617,food
S005,-0.3279926137015998,-0.3417654111296587,0.10964869256205083,0.01202283578056714,0.9918238458479178,0.14913756886744406,food
S005,-0.3111939738028731,-0.32500448271098403,0.11403248707185902,0.013003408107793693,0.9885053714530514,0.15781009524366324,food
S005,-0.3045618814983801,-0.318647535329966,0.11698484385896522,0.013685453692706474,0.983671132755619,0.16393203798591566,food
S005,-0.30385196922657104,-0.3174624018179216,0.11831282915800208,0.013997925543370588,0.9463913091527262,0.16712534167852874,food
S005,-0.3215410695890148,-0.3350493119748783,0.11206125900286429,0.012557725769307033,0.9862682109528764,0.15460608744664245,food
S005,-0.2855419968214456,-0.3030875055823288,0.12633071952556635,0.015959450695847314,0.9857880254702066,0.17767916941710227,food
S005,-0.30390554724593327,-0.31707716753417486,0.11163375711022332,0.012462095726544336,1.0019402528429522,0.15473098792517231,food
S005,-0.30324066361645413,-0.3154945091051075,0.1136943644449227,0.012926408506534905,0.9688676499191016,0.15856577509890668,food
S005,-0.29559575009892675,-0.308616337068343,0.12193411535977844,0.014867928488571757,0.9795457382105862,0.17470509167693002,food
S005,-0.28358682959090875,-0.2986102056558713,0.1267600628771292,0.016068113540613754,0.9810425510730634,0.1836964074926507,food
S005,-0.289376616253029,-0.3040280149247423,0.12226253444803677,0.014948127329657376,0.9892315535430523,0.17340209265644108,food
S005,-0.30000171075591986,-0.31430506265355673,0.1196120222099203,0.014307035857146468,0.9745659588745896,0.1691567978192583,food
S005,-0.3166856562048888,-0.3299814008846692,0.11330053551142304,0.012837011347175232,0.9801134219548676,0.15741091510590036,food
S005,-0.29479227975987454,-0.3089037145008937,0.1187245759385627,0.014095524931791541,0.9689972029771909,0.16740950972676577,food
S005,-0.2866521288959385,-0.3044459984375112,0.12623727112463431,0.015935848620994435,0.9892366650736568,0.18088937303922117,food
S005,-0.3043092618702271,-0.31806652534244395,0.11172234911675244,0.012481883292165515,0.9829998363901697,0.15458958675424073,food
S005,-0.300681513875442,-0.3147798415946459,0.11282522978057481,0.012729532475039506,0.982396430094977,0.15512078438666937,food
S005,-0.2917789577820562,-0.3070043979792416,0.11752791331261601,0.013812810407617783,0.9830723439823152,0.16430663170067927,food
S005,-0.3305162693908468,-0.34148380527328265,0.09668022545757007,0.00934706599452658,0.979643848716014,0.12920339506956902,food
S005,-0.26387630844413135,-0.2845756074509824,0.13843810154230285,0.019165107958636952,0.9611297366683742,0.20789917193596946,food
S005,-0.2787052091831167,-0.29025739092927816,0.12074379864638306,0.014579064911558295,0.9818584629266824,0.17393457750120525,food
S005,-0.3096064440277334,-0.32405086206394884,0.11141758463936272,0.012413878166869554,0.9865597964040556,0.1535152154343982,food
S005,-0.31422578888452557,-0.32738489187587727,0.10734752908317886,0.011523492000263933,0.9857311016290773,0.14731929436241847,food
S005,-0.26695035047977106,-0.28634275993695835,0.13582056108203802,0.018447224812639624,0.9582665498977367,0.20414459298156645,food
S005,-0.29808466866545236,-0.3116565307417706,0.11254044376446577,0.012665351482702883,0.9738646854547534,0.15639435997243722,food
S005,-0.3017531953860805,-0.3162557596415504,0.11186426639004901,0.012513614094983848,0.9809843188497314,0.15375218727027765,food
S005,-0.3089272958737535,-0.3225620860285773,0.1097772156905151,0.012051037084761875,0.9682982908430978,0.1493607160580895,food
S005,-0.31392772890048126,-0.326494081566615,0.10715119884678241,0.011481379414302705,0.9695084361092776,0.1464187049601526,food
S005,-0.29989496534826343,-0.3120744009294712,0.11208427073969388,0.012562883747248997,0.9814181733902118,0.1562096389411324,food
S005,-0.2865570873684395,-0.30375931589058724,0.1259627276952936,0.015866608768438685,0.9544586750185642,0.18068229104074557,food
S005,-0.2911117607416978,-0.3062032673907373,0.12183803384322316,0.014844506490782393,0.9865929470235666,0.17349941026278337,food
S005,-0.31899774909570067,-0.3321537735249675,0.1097144711551031,0.012037265180843951,0.9895326349733464,0.15084116340535333,food
S005,-0.31383162842715806,-0.32858793715952084,0.11525042418740974,0.013282660275377882,0.9859499886102341,0.16026543268920432,food
S005,-0.2791476717840834,-0.29678260507133536,0.13050008807435756,0.01703027298741508,0.9863221044652242,0.19019888923155687,food
S005,-0.28559244899199954,-0.29561289878607355,0.11570312319969363,0.013387212718163483,0.9803856057019896,0.16360372956440117,food
S005,-0.28670582207748097,-0.2982487044440344,0.11227374108633205,0.012605392937520726,0.9550046834740217,0.15719148238942957,food
S005,-0.28781292765976707,-0.30174203886431855,0.11810400041010083,0.013948554912869096,0.9791398924920628,0.1663728307152447,food
S005,-0.28932349773678717,-0.3023606405191335,0.11852928395376473,0.014049191154592189,0.9734843910981104,0.16744045668217067,food
S005,-0.28531004486797357,-0.2972882249170641,0.11549029122326145,0.013338007366833741,0.9857926263838516,0.16280549259357197,food
S005,-0.2640508885410485,-0.2854107706366462,0.14265583866101303,0.02035068830407698,0.9808982946823783,0.21993629524347597,food
S005,-0.2798901253628404,-0.2901007245630909,0.12053593807602762,0.014528912367867965,0.9819806350115594,0.17342038471404414,food
S005,-0.2961655838895233,-0.309885430224726,0.11926377473092196,0.014223847963068102,0.992846924229846,0.169644094956083,food
S005,-0.2961061468658213,-0.3102073098984475,0.11906642592545859,0.014176813782662716,0.9901526765119534,0.16833626368923107,food
S005,-0.2824490809060219,-0.2974819331243158,0.12487874891407671,0.015594701930345017,0.9857344472056733,0.18022908308482702,food
S005,-0.2741357873301753,-0.29087280343161237,0.1294373172591387,0.016754019099242925,0.9896525593065554,0.1870527092997339,food
S005,-0.2634079904601929,-0.2764186110295572,0.12776922940058497,0.016324975981619305,0.9846261361109658,0.1876218353993852,food
S005,-0.27844732076827555,-0.29679999836798326,0.13065786944230187,0.0170714788472016,0.9698649793422587,0.18898454448767774,food
S005,-0.27845986805669637,-0.29630002847000403,0.13007276113631777,0.01691892318962558,0.9819324399166949,0.1884932961212218,food
S005,-0.2758702924319988,-0.29374512872979064,0.13097300439553028,0.017153927880391596,0.980424166787974,0.19012167878744746,food
S005,-0.3168782738192777,-0.331105604044493,0.11552864809452221,0.013346868530547949,0.9873761722827357,0.16128041636505244,food
S005,-0.3177118108323412,-0.33158420861767257,0.11255032710053185,0.012667576130436713,0.9840245492511268,0.15548452028346316,food
S005,-0.2945828307559452,-0.30779895899200765,0.11570558494354742,0.013387782387128469,0.971426973146579,0.1616902113327817,food
S005,-0.2669882219146029,-0.2914216771237288,0.1453437193784134,0.02112479676275098,0.9805613626868369,0.2215175009157787,food
S005,-0.2846144499708975,-0.296477671674213,0.12003432542106716,0.01440823927929065,0.9976133978817113,0.17072498794811997,food
S005,-0.29535026299987266,-0.30856847881173954,0.11718248547557207,0.013731734902232659,0.9769940473837709,0.16496538946944045,food
S005,-0.30104771388224205,-0.31474236188547633,0.11641745836827187,0.013553024612928316,0.9735558381829914,0.1633097393846103,food
S005,-0.30505668616867826,-0.3189503960886608,0.11655001068759878,0.013583904991279391,0.9754788500423694,0.16330254378761783,food
S005,-0.2833906175567542,-0.2967288170740196,0.12196577581682114,0.014875650470599073,0.9915788168825095,0.17512165083509204,food
S005,-0.2837165699779982,-0.3004032399558101,0.1262924814120462,0.01594979086121203,0.9740878322537432,0.18231597528023843,food
S005,-0.2688727685322283,-0.29237363709571007,0.14107391456665047,0.019901849371158593,0.9970331813540415,0.2106600852629984,food
S001,-0.37802306340588354,-0.40026246570050716,0.1333675105490865,0.017786892870060696,1.4682371532699037,0.15011671032801915,food
S001,-0.37943062708501707,-0.4015267227170024,0.1332610382264807,0.01775850430919955,1.5054783704071666,0.1504220248472573,food
S001,-0.37928426257964726,-0.40147058673969965,0.1338630424901131,0.01791931414470983,1.5666165756179893,0.15129329767929606,food
S001,-0.3795385475581211,-0.40148698735192806,0.13230297446575215,0.017504077052485467,1.493100023414213,0.148988936292897,food
S001,-0.380044233233521,-0.40229884907603264,0.132993797444234,0.01768735015863794,1.529209511205065,0.14957046790928058,food
S001,-0.3785248137223396,-0.4011150492606736,0.1348626498040532,0.018187934312170688,1.55972824163381,0.15199134142513016,food
S001,-0.37894356825822706,-0.4012919806423372,0.13498652418942303,0.018221361712741687,1.5572306575361072,0.15243450258586572,food
S001,-0.378473925822852,-0.40050647871812983,0.13306078061841498,0.01770517133878196,1.4517576580726141,0.1496817780236614,food
S001,-0.37955112665086216,-0.40227576824705524,0.1343274874016134,0.01804387387163061,1.5154331321882437,0.15117871621487233,food
S001,-0.3715266046092603,-0.3952752313314717,0.14068700875684642,0.019792834432948984,1.588358183993138,0.1584180126477185,food
S001,-0.37112971812230927,-0.3946830340294619,0.1404901697230065,0.019737487788799177,1.461606401806172,0.15805862404691728,food
S001,-0.37255743003044395,-0.3963133625789172,0.1400762616470889,0.01962135907702371,1.5841603014149057,0.15716710222583985,food
S001,-0.3732186430068097,-0.39666716129606433,0.140661340433466,0.01978561269253942,1.5162349561503783,0.15854544107996893,food
S001,-0.37341771772483723,-0.3968109324625385,0.1390984172856947,0.019348369691385245,1.5041804861445587,0.15631824335918165,food
S001,-0.37496847090529645,-0.3982465666230325,0.1381672902367404,0.01909020009136366,1.4613123206632253,0.15547672735802864,food
S001,-0.37487220449564235,-0.3977004521657187,0.13854080707848512,0.019193555225958035,1.5799732756303428,0.15622887567464944,food
S001,-0.3747799110165113,-0.397536118794784,0.1377852237217345,0.018984767876048428,1.4454357017346533,0.15525579265483996,food
S001,-0.375525153816256,-0.3987953449679136,0.13829162841929685,0.01912457449086087,1.5303160152601465,0.15545422900396455,food
S001,-0.3740816698698325,-0.3978917043988501,0.14011643804002993,0.019632616209025545,1.5802977392748694,0.15789099105146698,food
S001,-0.37950507524576166,-0.4022927980396221,0.13484078798276267,0.018182038103812356,1.5802347264085306,0.15168300735956952,food
S001,-0.37302335483871735,-0.3968664315240339,0.14091419176225178,0.019856809440008668,1.5833794359071132,0.15881262255216239,food
S001,-0.3739228669723703,-0.3975268427017458,0.14004488320953368,0.01961256931317193,1.6131278711654953,0.15798737231883764,food
S001,-0.37446291194473597,-0.3980099487660536,0.13954064614136924,0.019471591925550827,1.538882778518013,0.15697040320942318,food
S001,-0.3726053928106581,-0.39612734019728113,0.1402751078599082,0.019677105885108882,1.6256804636970954,0.15830937791150002,food
S001,-0.37442231946602395,-0.3979959905013173,0.1391352482545755,0.01935861730686235,1.6069325666946792,0.15683500237139786,food
S001,-0.37478734255378604,-0.39830107149335864,0.13907141212697346,0.019340857670990506,1.5302312177331858,0.15653954186166325,food
S001,-0.3743154643469898,-0.39774152925857337,0.1392444278736708,0.019389010693865914,1.5587438343884725,0.15686727041609982,food
S001,-0.373321340246785,-0.39649662489699355,0.1392320887211632,0.01938557452965786,1.5559624755934336,0.15721796857205467,food
S001,-0.3740539181340855,-0.39767591846689554,0.13994513047504256,0.019584639543676688,1.46917059521653,0.1579769244995874,food
S001,-0.3726440311314058,-0.39619413592283426,0.13948941874392193,0.0194572979415172,1.5152305528473953,0.15675555462538493,food
S001,-0.37849291603543594,-0.40123842744800853,0.13589488839703473,0.018467420692442522,1.568330367145414,0.15305518158171744,food
S001,-0.37303098794152373,-0.3964655073698102,0.1390098770206872,0.019323745909306585,1.4956187215736572,0.15641745148529335,food
S001,-0.37270509352687253,-0.3958749153582517,0.1386798541697715,0.019232101952549086,1.471495925483868,0.15613282332205486,food
S001,-0.37282985269623914,-0.3959550547047277,0.13961885246194486,0.019493423962790326,1.5326150870004285,0.15740524699142905,food
S001,-0.3726872601439491,-0.3961794005174722,0.13924385462700883,0.01938885105138757,1.5259052179003434,0.15679499667172808,food
S001,-0.3702200773943192,-0.39391100555832825,0.14094911378442937,0.01986665267661602,1.5807939911432098,0.1584976155238904,food
